listId,value,name,definition
CNL3183,WORKBENCH_LENGTH,Tool Table Length,The length of a workbench.
CNL3183,WORKING_PLATFORM_LENGTH,Working Platform Length,The length of the working platform.
CNL3183,WORKTOP_DEPTH,Worktop Depth,"The depth of the worktop, countertop, tool table or head of the product or integrated in the product (without accessories or attachments, e.g. rake )."
CNL3195,ACNE_OR_BLACKHEADS,Acné ou points noirs,"The occurrence of inflamed or infected sebaceous glands in the skin; in particular, a condition characterized by red pimples on the face."
CNL3195,ANTI_AGING,Anti-âge,Product or technique designed to prevent the appearance of getting older.
CNL3195,ANTI_CELLULITE,Anti-cellulite,Product intended to prevent or reduce cellulite.
CNL3195,COLOUR_PIGMENTATION_CONTROL,Contrôle de la coloration/pigmentation,A product which refines controls skin pigmentation disorders that affect the colour of your skin. Your skin gets its colour from a pigment called melanin.
CNL3195,EXFOLIANT,Exfoliant,"A product for removing dead skin cells from the surface of your skin using a chemical, granular substance, or exfoliation tool."
CNL3195,FINE_LINES_AND_WRINKLES,Rides et ridules,"A product reducing fine lines and wrinkles, which are the depth of the crease in the skin. Fine lines are very mild, while wrinkles are deeper set."
CNL3195,GENERAL_USE,Usage général,A skin care product for general use that everyone can follow to keep their skin healthier or vibrant.
CNL3195,LIFTING,Lifting,"These non-invasive treatments can significantly rejuvenate the look and feel of the skin.* These innovative technologies works by delivering energy deep into the skin, naturally stimulating a healing response.* The body then develops new, fresh collagen that results in gradual lifting and tightening of the skin."
CNL3195,LIGHTENING,Éclaircissement,Practice of using chemical substances in an attempt to lighten the skin or provide an even skin colour by reducing the melanin concentration in the skin.
CNL3195,MILK_SUBSTITUTE_BASED,A base de substitut de lait,"A nut-based milk, like coconut, macadamia and tiger nuts are the best options for keeping inflammation down and your omega-6 levels in check. They contain a balanced ratio of omega-3:omega-6. 'Gluten-free oat milk is another dairy free alternative recommended for acne prone skin."
CNL3195,MOISTURISING,Hydratant,"Moisturiser is a cosmetic preparation used for protecting, moisturising, and lubricating the skin."
CNL3195,NOURISHING,Nourrissant,"A skin product that provides nutrition, vitamin replacement, or moisturising, for damaged or general skin care."
CNL3195,OTHER,Autres,The value needed is not listed or is not defined within this list’s individual code values and definitions. Please send a work request into GS1 or your solution provider requesting the code you are searching for.
CNL3195,SKIN_REFINEMENT_PORE_MANAGEMENT,Affinement de la peau/Gestion des pores,Skin refinement is a way of making more subtle changes to aging or sun-damaged skin.
CNL3195,SPECIFIC_USE,Usage spécifique,Product was designed for a specific use.
CNL3195,SUN_PROTECTION,Protection solaire,Product has ability to provide UV protection.
CNL3195,SUPERIOR_HYDRATION,Hydratation supérieure,Hydrated can help maintain your skin's elasticity and combat the appearance of wrinkles. Improve the appearance of your skin.
CNL3187,COLLATERAL_ITEM,Objet collatéral,A trade item delivered from a manufacturer to the retail selling floor that is not considered inventory and has no retail value.
CNL3187,DEMONSTRATION_UNIT,Unité de démonstration,"The trade item is a unit which is designed to demonstrate the product to the end user or consumer. For example a perfume tester, a lotion dispenser, or an air freshener sprayer/atomizer."
CNL3187,DYNAMIC_ASSORTMENT,Assortiment dynamique,Not available
CNL3187,ECO_CHEQUES,Eco chèques,"Eco-chèques are an extra-legal benefit that employers can give to their employees and are intended to support the green economy by promoting the purchase of environmentally friendly, eco-designed and/or sustainable products."
CNL3187,EMPLOYEE_MEAL_VOUCHERS,Chèques-repas pour employés,"Employee meal-vouchers are an extra-legal benefit that employers can give to their employees that are intended for meals or food purchases in restaurants, grocery and convenience stores."
CNL3187,FSA_ELIGIBLE,éligible au FSA,The trade item is eligible to be sold to someone with a Flexible Spending Account (FSA). FSAs are special accounts you put money into to pay for certain out-of-pocket health care costs.
CNL3187,GIFT_WITH_PURCHASE,Cadeau avec achat,"A trade item given to a consumer as part of a promotional event, contin-gent on the consumer making a purchase of another item or items. A Gift with Purchase is considered inventory and has no retail value."
CNL3187,LIMITED_PRODUCTION,Production limitée,"Limited Production Run by the Manufacturer/Supplier. This does not mean that retailers will order only once (not a one time buy product), retailers can order until the supplier runs out of stock. Those products are typically called one shot , limited edition."
CNL3187,NONFUNCTIONING_DISPLAY_UNIT,Présentoir non fonctionnel,"Indicates that a trade item is a non-functioning Trade Item, used for display purposes only. Typically it is the shell of the trade item that it represents. Relevant to when the non-functioning Trade Item has to actually be ordered from the supplier."
CNL3187,NOT_FOR_RESALE_TO_CONSUMER,Non destiné à la revente au consommateur,"Trade items purchased by a retailer for internal use only, not for sale to consumers."
CNL3187,PURCHASE_WITH_PURCHASE,Achat avec achat,"A trade item sold to a consumer at a special price as part of a promotional event, contingent on the consumer purchasing another item or items. A Purchase with Purchase is considered inventory and has a retail value."
CNL3187,SNAP_ELIGIBLE,éligible au SNAP,"Supplemental Nutrition Assistance Program (SNAP) - SNAP offers nutrition assistance to millions of eligible, low-income individuals and families and provides economic benefits to communities. SNAP is the largest program in the US hunger safety net. The Food and Nutrition Service works with State agencies, nutrition educators, and neighbourhood and faith-based organisations to ensure that those eligible for nutrition assistance can make informed decisions about applying for the program and can access benefits. Products are set to be SNAP eligible."
CNL3187,TRAVEL_SIZE,Format voyage,The item is specifically designed in size to be convenient for traveling.
CNL3187,VALUE_PACK,Emballage économique,"A trade item which is marketed as a value pack to the consumer by special markings on the package for example by printed wording ""value pack"". A value pack is a package containing multiple items (for example, tubes of toothpaste) that is less expensive than the same number of the items purchased singly or a trade item containing more net content for the same price than the original item. These items are not promotional products nor gadgets but are sold regularly."
CNL3187,WIC_ELIGIBLE,éligible au WIC,"WIC - Women, Infants & Children WIC is administered by the United States Department of Agriculture (USDA). WIC gives access to healthy food, nutrition education and breastfeeding guidance. Pregnant, a caregiver, or a mom with a child under 5, can get the right personalized support for their family from products eligible to the WIC program."
CNL3189,E0,E0,E0
CNL3189,E1,E1,E1
CNL3189,E2,E2,E2
CNL3189,E3,E3,E3
CNL3189,E4,E4,E4
CNL3189,E5,E5,E5
CNL3189,NOT_APPLICABLE,Pas d'application,Non applicable
CNL3189,UNCLASSIFIED,Non classifié,Non classifié
CNL3189,UNIDENTIFIED,Non spécifié,Non spécifié
CNL3151,STORAGE_UNSPECIFIED,"Pour le stockage, quel que soit le type de stockage","Applicable for goods in storage, irrespective of type of storage."
CNL3151,TRANSPORT_AIR,Pour le transport aérien,Applicable for goods during air transport.
CNL3151,TRANSPORT_INLAND_WATER,Pour le transport par voie navigable,Applicable for goods being transported by inland water
CNL3151,TRANSPORT_MARITIME,Pour le transport maritime,Applicable for goods being transported by sea
CNL3151,TRANSPORT_RAIL,Pour le transport ferroviaire,Applicable for goods being transported by rail
CNL3151,TRANSPORT_ROAD,Pour le transport routier,Applicable for goods being transported by road
CNL3151,TRANSPORT_UNSPECIFIED,Pour le transport par des moyens inconnus ou non pertinents,Applicable for goods being transported by unknown or irrelevant means.
CNL3151,UNSPECIFIED,Pour les marchandises sans tenir compte du transport ou du stockage,Applicable for goods irrespective of transport or storage.
CNL3178,AUTOCLAVE,Autoclave,Autoclave (Steam) is a method of sterilisation that utilizes pressure and heat to achieve a sterile environment.
CNL3178,BETA_RADIATION,Beta Radiation,Beta particles are able to penetrate living matter to a certain extent (radiation intensity from a small source of radioactive material decreases as one over the distance squared) and can change the structure of struck molecules.
CNL3178,CHLORINE_DIOXIDE,Chlorine Dioxide,"Gaseous chlorine dioxide systems for sterilization of healthcare products are not mutagenic or carcinogenic in humans. As the chlorine dioxide concentration increases, the time required to achieve sterilization becomes progressively shorter."
CNL3178,DRY_HEAT,Dry Heat,"This method should be used only for materials that might be damaged by moist heat or that are impenetrable to moist heat (e.g., powders, petroleum products, sharp instruments). There are two types of dry-heat sterilizers: the static-air type and the forced-air type."
CNL3178,ELECTRON_BEAM_IRRADIATION,Electron_Beam Irradiation,"A commercially successful technology for sterilizing a variety of disposable medical devices with a wide range of densities. The e-beam inactivates micro-organisms either by causing microbial death as a direct effect of the destruction of a vital molecule or by an indirect chemical reaction. This is the same mechanism as in gamma irradiation, and the dose required is the same."
CNL3178,ETHANOL,Ethanol,A chemical sterilisation method that utilizes ethanol as the sterilisation method.
CNL3178,ETO_ETHYLENE_OXIDE,Eto_Ethylene Oxide,"A gas that is commonly used to sterilize objects sensitive to temperatures greater than 60 °C such as plastics, optics and electrics. Ethylene oxide treatment is generally carried out between 30 °C and 60 °C with relative humidity above 30% and a gas concentration between 200 and 800 mg/L for at least three hours. Ethylene oxide penetrates well, moving through paper, cloth, and some plastic films and is highly effective."
CNL3178,FORMALDEHYDE,Formaldehyde,A chemical sterilisation agent used to provide sterilisation. Items being sterilized are usually immersed in the formaldehyde for a pre determined time period.
CNL3178,GAMMA_RADIATION,Gamma Radiation,"Gamma rays are very penetrating and are commonly used for sterilisation of disposable medical equipment, such as syringes, needles, cannulas and IV sets. Gamma radiation requires bulky shielding for the safety of the operators; they also require storage of a radioisotope (usually Cobalt- 60), which continuously emits gamma rays (it cannot be turned off, and therefore always presents a hazard in the area of the facility)."
CNL3178,GLUTARALDEHYDE,Glutaraldehyde,"A colourless liquid with a pungent odour used to sterilize medical and dental equipment. It is also used for industrial water treatment and as a chemical preservative. Glutaraldehyde is an oily liquid at room temperature (density 1.06 g/mL), and miscible with water, alcohol, and benzene."
CNL3178,HIGH_INTENSITY_OR_PULSE_LIGHT,High Intensity or Pulse Light,Pulsed light is a non-thermal sterilization method that uses brief intense pulses or flashes of white light to kill micro-organisms.
CNL3178,HIGH_LEVEL_DISINFECTANT,High_Level Disinfectant,"A germicide that inactivates all microbial pathogens, except small numbers of bacterial endospores."
CNL3178,HYDROGEN_PEROXIDE,Hydrogen Peroxide,"Another chemical sterilizing agent. It is relatively non-toxic once diluted to low concentrations (although a dangerous oxidizer at high concentrations), and leaves no residue."
CNL3178,LIQUID_CHEMICAL,Liquid Chemical,A sterilization process that uses liquid chemical as its sterilant to kill microorganisms.
CNL3178,MICROWAVE_RADIATION,Microwave Radiation,"Microwaves are used in medicine for disinfection of soft contact lenses, dental instruments, dentures, milk, and urinary catheters for intermittent self-catheterization. However, microwaves must only be used with products that are compatible (e.g., do not melt). Microwaves are radio-frequency waves, which are usually used at a frequency of 2450 MHz."
CNL3178,NITROGEN_DIOXIDE,Nitrogen Dioxide,A sterilization process that uses nitrogen dioxide radicals that are formed from dinitrogen tetroxide dimers to kill microorganisms.
CNL3178,OZONE,Ozone,"Is a method often times used in industrial settings to sterilize water and air, as well as a disinfectant for surfaces. It has the benefit of being able to oxidize most organic matter. It is a toxic and unstable gas that must be produced on-site, so it is not practical to use in many settings."
CNL3178,PERACETIC_ACID,Peracetic Acid,"A chemical in the organic peroxide family. It is a bright, colorless liquid with a characteristic acrid acetic acid type odor. It has a strong oxidizing potential, is highly corrosive, and can explode at temperatures exceeding 110 °C."
CNL3178,PLASMA,Plasma,A method of sterilisation that utilizes hydrogen peroxide vapour to sterilize heat sensitive equipment.
CNL3178,SOUND_WAVES,Sound Waves,"Sound waves of frequency >20,000 cycle/second kills bacteria and some viruses on exposing for one hour. High frequency sound waves disrupt cells. They are used to clean and disinfect instruments as well as to reduce microbial load."
CNL3178,SUPERCRITICAL_CARBON_DIOXIDE,Supercritical Carbon Dioxide,A sterilization process that uses supercritical carbon dioxide in combination with a small percentage of additive to kill microorganisms.
CNL3178,UNSPECIFIED,Unspecified,Trade Item Manufacturer has not specified the sterilisation method(s) of the trade item.
CNL3178,UV_LIGHT,UV Light,Useful for sterilisation of surfaces and some transparent objects. Many objects that are transparent to visible light absorb UV. UV irradiation is routinely used to sterilize the interiors of biological safety cabinets between uses.
CNL3176,6,6,Low
CNL3176,10,10,Low
CNL3176,15,15,Medium
CNL3176,20,20,Medium
CNL3176,25,25,Medium
CNL3176,30,30,High
CNL3176,50,50,High
CNL3176,50+,50+,Very high
CNL3203,ADULT,Adulte,The product is intended to be used by an adult.
CNL3203,ALL_AGE,Tout âge,The product is intended to be used by all age groups.
CNL3203,BABY,Bébé,The product is intended to be used by a baby.
CNL3203,CHILD,Enfant,The product is intended to be used by a child.
CNL3203,NEWBORN,Nouveau-né,The product is intended to be used by a newborn.
CNL3203,SENIOR,Senior,The product is intended to be used by a senior.
CNL3203,TEEN,Adolescent,The product is intended to be used by a teen.
CNL3203,UNCLASSIFIED,Non classé,The target age of the consumer is unclassified.
CNL3202,FEMALE,Femme,Female
CNL3202,MALE,Homme,Male
CNL3202,UNISEX,Unisexe,Unisex
CNL3152,AMPHIBIAN,Amphibie,"Includes animals that may be described/observed as cold-blooded vertebrate typically living on land but breeding in water. Includes animals such as frogs, toads and salamanders."
CNL3152,ARACHNID,Arachnide,Includes any animals that may be described/observed as invertebrates having jointed limbs and a segmented body with an exoskeleton made of chitin. These animals are mainly predatory. Includes animals such as spiders and scorpions.
CNL3152,BIRD,Oiseau,"Includes any animals that may be described/observed as vertebrate animals characterized primarily by feathers and forelimbs modified as wings. Includes animals such as chicken, geese and emus."
CNL3152,BOVINE,Bovine,"Includes any animals that may be described/observed as dull and slow-moving, stolid mammals. These animals are usually raised as livestock for meat, dairy and leather purposes."
CNL3152,CAT,Chat,"Includes any animals that may be described/observed as an animal of the feline species which are small to medium sized cats compared to the big cats or genus Panthera, which refers to Tigers, Lions, Jaguars and Leopards. Cats are carnivorous animals. These animals have evolved into hundreds of different breeds and are a very common domesticated pet around the world. Includes felines such as the Domestic cat and Manx cat."
CNL3152,CETACEAN,Cétacé,"Includes any animals that may be described/observed as any of various aquatic, chiefly marine mammals of the order Cetacea, characterized by a nearly hairless body, anterior limbs modified into broad flippers, vestigial posterior limbs, and a flat notched tail. Includes whales, dolphins and porpoises."
CNL3152,CRUSTACEAN,Crustacé,"Includes any animals that may be described/observed as invertebrates that have a segmented body, a hard external skeleton (exoskeleton), two sets of antennae and one pair of legs per body segment. These animas live in marine coastal environment. Includes animals such as shrimp, lobster and crabs."
CNL3152,DOG,Chien,Includes any animals that may be described/observed as any of various fissiped mammals with nonretractile claws and typically long muzzles. These animals have evolved into hundreds of different breeds and are a very common domesticated pet around the world. Includes animals such as the Alsatian as well as the Pitbull Terrier.
CNL3152,EQUINE,Équin,"Includes any animals that may be described/observed as hoofed mammals having slender legs and a flat coat with a narrow mane along the back of the neck. Includes such animals as zebras, stallions and mules."
CNL3152,FISH,Poisson,"Includes any animals that may be described/observed as gill breathing aquatic vertebrate, generally with fins, which are apt for locomotion and sustentation in the water. Includes animals such as the blue shark as well as all colourful tropical fish."
CNL3152,GOAT,Chèvre,Includes any animals that may be described/observed as being or pertaining to or resembling a goat or goats. These can include any of numerous agile ruminants related to sheep but having a beard and straight horns. Includes mountain goats.
CNL3152,HUMAN,Humain,"Includes any animals that may be described/observed as large-brained, with three-dimensional colour vision and grasping hands. Humans are distinguished from other primates by their bipedal locomotion, and especially by their relatively larger brain with its particularly well developed neocortex, prefrontal cortex and temporal lobes, which enable high levels of abstract reasoning, language, problem solving, and culture through social learning."
CNL3152,INSECT,Insecte,"Includes any animals that may be described/observed as small air-breathing arthropods with three pairs of legs and jaws. These animals have an exoskeleton and thrive in all environments. Includes animals such as ants, beetles and the butterfly."
CNL3152,PIG,Cochon,"Includes any animals that may be described/observed as any of omnivorous, even-toed animals the family Suidae, which typically have a stout body, thick skin, a short neck, and a movable snout. Includes such animals as pigs, hogs and boars."
CNL3152,PRIMATE,Primate,"Includes any animals that may be described/observed as large-brained, mostly tree-dwelling mammals with three-dimensional colour vision and grasping hands. Includes animals such as monkeys and lemurs. Excludes humans."
CNL3152,RABBIT,Lapin,"Includes any animals that may be described/observed as any of various herbivorous mammals having fully furred feet and two pairs of upper incisors and belonging to the order Lagomorpha. Includes rabbits, hares, and pikas."
CNL3152,REPTILE,Reptile,"Includes any animals that may be described/observed as any of various cold-blooded, usually egg-laying vertebrates of the class Reptilia, having an external covering of scales or horny plates and breathing by means of lungs. Includes snakes, lizards, crocodiles and turtles."
CNL3152,RODENT,Rongeur,"Includes any animals that may be described/observed as warm-blooded animals that have two incisors in the upper and lower jaw that grow continuously and must be kept worn down by gnawing. Includes animals such as rats, mice, squirrels and beavers."
CNL3152,SHEEP,Mouton,Includes any animals that may be described/observed as any of usually horned ruminant animals of the genus Ovis in the family Bovidae. Includes both wild and domesticated species.
CNL3152,SNAIL,Escargot,"A common name that is applied most often to land snails, terrestrial pulmonate gastropod molluscs. However, the common name ""snail"" is also applied to most of the members of the molluscan class Gastropoda that have a coiled shell that is large enough for the animal to retract completely into. When the word ""snail"" is used in this most general sense, it includes not just land snails but also thousands of species of sea snails and freshwater snails."
CNL3152,UNCLASSIFIED,Non classé,This term is used to describe those animal attributes that are unable to be classified within their specific market
CNL3152,ANOLES,Anoles,Any of a genus (Anolis) of arboreal American lizards that have a brightly colored dewlap and some with the ability to change colour.
CNL3152,BEARDED_DRAGONS,Pogona,Any of various Australian agamid lizards (genus Pogona synonym Amphibolurus) having spiny scales and an expandable pouch below the throat.
CNL3152,CHAMELEONS,Caméléons,"A small slow-moving Old World lizard with a prehensile tail, long extensible tongue, protruding eyes that rotate independently, and a highly developed ability to change color."
CNL3152,CHINCHILLA,Chinchilla,Either of two small South American rodents (Chinchilla laniger and C. brevicaudata of the family Chinchillidae) of the high Andes that are the size of large squirrels and have very soft pearly-gray fur.
CNL3152,GECKOS,Geckos,Any of numerous small chiefly tropical and nocturnal lizard that has adhesive pads on the feet to assist in climbing on smooth surfaces.
CNL3152,GERBIL,Gerbille,Any of numerous Old World burrowing desert rodents (Gerbillus and related genera) with long hind legs adapted for leaping.
CNL3152,GUINEA_PIG,Cochon d'Inde,A small stout-bodied short-eared tailless domesticated rodent (Cavia porcellus) of South American origin often kept as a pet and widely used in biological research.
CNL3152,HAMSTER,Hamster,Any of a subfamily (Cricetinae) of small Old World rodents having very large cheek pouches.
CNL3152,IGUANAS,Iguanes,"Any of various large chiefly herbivorous usually green or brownish tropical American lizards (family Iguanidae, the iguana family) that have a serrated dorsal crest and large dewlap."
CNL3152,MOUSE,Souris,"Any of numerous small rodents (as of the genus Mus) with pointed snout, rather small ears, elongated body, and slender tail."
CNL3152,RAT,Rat,Any of numerous rodents (Rattus and related genera) differing from the related mice especially by considerably larger size.
CNL3152,TURTLES,Tortues,"Any reptile of the order Testudines, comprising aquatic and terrestrial species having the trunk enclosed in a shell consisting of a dorsal carapace and a ventral plastron."
CNL3198,ALL_TYPES,Tous les types de cheveux,The product is intended to be used on all types of hair.
CNL3198,CHEMICALLY_TREATED,Traités chimiquement,"Hair that has been chemically treated, often during the process of perming, straightening or curling."
CNL3198,COARSE,Grossiers,Naturally coarse hair has strands that are thicker and wider in circumference than other hair types.
CNL3198,COLOURED_DYED,Coloré/teint,The practice of changing the hair colour.
CNL3198,CURLY,Bouclés,"Curly is wavy, coiled, or spiral-shaped."
CNL3198,DAMAGED,Endommagés,"Hair damage occurs when parts of the hair structure are altered, which weakens hair and sets off a domino effect of noticeable results that look and feel like unhealthy hair."
CNL3198,DANDRUFF,Pellicules,Small pieces of dead skin in a person's hair.
CNL3198,DRY,Secs,Dry hair is hair that does not have enough moisture and oil to maintain its normal sheen and texture.
CNL3198,DULL,Ternes,Dull means that your hair is matte in texture instead of shiny+reflective. Each strand of hair has little scales (like roof tiles) designed to keep moisture in.
CNL3198,FALSE_HUMAN,Faux humain,"A covering or bunch of human hair used for disguise or adornment. hairpiece, postiche."
CNL3198,FINE,Fin,Fine hair the individual strands are smaller in diameter
CNL3198,FRAGILE,Fragile,"Hair fragility is hair that is dry, brittle, and breaks easily with minimal amount of handling."
CNL3198,FRIZZY,Frisé,"Frizz is hair that does not align with the surrounding hairs, but stands up or curls independently, creating a fuzzy or irregular texture."
CNL3198,HIGHLIGHTS,Mèches,"Hair highlighting/lowlighting is changing a person's hair colour, using lightener or hair colour to lift the level or brightness of hair strands."
CNL3198,LOCS_DREADS,Locs / Dreads,"Hair that has been styled into fused units, often varying in thickness. Referred to as dreadlocks, dreads, or as Jaṭā in Sanskrit and often associated with Rastafarianism, locs are formed by a continual process of twisting or curling wet hair into rope-like strands."
CNL3198,LONG,Longs,"A person with long hair, usually consider past your shoulders. There is no standard guideline."
CNL3198,NATURAL,Naturelles,"Natural hair hasn't been altered by chemical straighteners, including relaxers and texturizers."
CNL3198,NO_VOLUME,Pas de volume,The hair has a lack of fullness or volume.
CNL3198,NORMAL,Normal,"Normal hair is neither too dry, nor too oily. The sebum levels are balanced and the sebum naturally protects the hair."
CNL3198,OILY,Grasse,Oily hair is the result of the oil (sebaceous) glands in the scalp producing large amounts of oil.
CNL3198,OTHER,Autre,The value needed is not listed or is not defined within this list’s individual code values and definitions. Please send a work request into GS1 or your solution provider requesting the code you are searching for.
CNL3198,PERMANENT_WAVE,Permanente,A hairstyle produced by setting the hair in waves or curls and then treating it with chemicals so that the style lasts for several months.
CNL3198,SEMI_LONG,Semi-longues,"A person with semi-long or medium hair, usually consider from chin to about shoulder length. There is no standard guideline."
CNL3198,SENSITIVE_SCALP,Cuir chevelu sensible,"Sensitive scalp essentially means the skin on your scalp is more easily irritated, just like sensitive skin on your hands and face."
CNL3198,SHORT,Court,"A person with short hair, usually consider from buzz to scalp to about chin length. There is no standard guideline."
CNL3198,STRAIGHT,Droite,Straight hair has no curls or waves in it.
CNL3198,STYLED,Coiffé,"Style of cutting, arranging, or combing the hair; hairdo; coiffure."
CNL3198,SYNTHETIC,Synthétique,"A covering or bunch of artificial hair used for disguise or adornment. Examples hairpiece, postiche."
CNL3198,THICK,Épais,Thick hair refers to the density of hair follicles you have on your head.
CNL3198,THINNING,Cheveux clairsemés/perte de cheveux,Hair loss is the thinning of hair on the scalp. The medical term for hair loss is alopecia.
CNL3198,UNRULY,Indiscipliné,Unruly hair is messy hair.
CNL3198,WAVY,Ondulé,"Wavy hair is not straight or curly, but curves slightly."
CNL3191,DIY,Do-it-yourself,Sector Do-it-yourself
CNL3191,FMCG,FMCG,Sector FMCG
CNL3191,HC,Healthcare,Sector Healthcare
CNL3196,AGING,Vieillissement,"Wrinkles, age spots and dryness skin becomes thinner and loses fat, making it less plump and smooth."
CNL3196,ALL_TYPES,Tous les types de peau,All types of skin types applicable for use.
CNL3196,ATOPIC,Dermatite atopique (eczéma),Atopic dermatitis (eczema) is a condition that makes your skin red and itchy.
CNL3196,COMBINATION,Combinaison,Multiple types of skin types applicable for use.
CNL3196,CRACKED,Fissurée,"Cracked skin is a classic symptom of dry skin, but it can also occur in response to scratches or other trauma, or infection. When the skin dries, it can become rough and flaky, with small tears that can lead to deeper cracks called fissures, which can extend into the deeper layers of the skin."
CNL3196,DRY_OR_DEHYDRATED,Sèche ou déshydratée,"Dry skin is an uncomfortable condition marked by scaling, itching, and cracking."
CNL3196,IMPURE,Impure (sujette à l'acné),"Impure skin is often oily, shiny and has large pores. It shows black heads, pimples and tends to develop inflammations. Ideal products are tailored to the skin type in order to reach the natural balance of the moisture level and sebum production."
CNL3196,NORMAL,Normale,Normal is a term widely used to refer to well-balanced skin. The scientific term for well-balanced skin is eudermic.
CNL3196,OILY,Huileux,Oily skin is the result of the overproduction of sebum from sebaceous glands.
CNL3196,OTHER,Autre,The value needed is not listed or is not defined within this list’s individual code values and definitions. Please send a work request into GS1 or your solution provider requesting the code you are searching for.
CNL3196,REDDENED_IRRITATED,Irritée rougeâtre,Irritated skin is skin that has been sensitized by the environment and characterized by redness and skin discomfort.
CNL3196,SENSITIVE,Sensible,Sensitive skin is a common issue but not a medical diagnosis in itself. The term generally refers to skin that is more prone to inflammation or adverse reactions.
CNL3196,TIRED,Fatiguée,"Skin fatigue is caused by a combination of lifestyle- and stress-related factors, lack of sleep and exercise, smoking, unhealthy diet."
CNL3196,VERY_DRY,Très sec,"Very dry skin is a deterioration of already dry skin. It can be caused by improper care of dry skin over prolonged time or by a medical condition. Similar to dry skin it is marked by scaling, itching, and cracking."
CNL3153,APPLICABLE,Taxe applicable sur l'article ou le service sur le marché cible,[Belgium only] Tax applies to the item or service within the target market at the rate specified TradeItemTaxAmount or TradeItemTaxRate.
CNL3153,DOMESTIC_REVERSE_CHARGE,Rate based upon the domestic reverse charge VAT treatment. Particular for UK context,[NOT TO BE USED] Code specifying that the rate is based upon the domestic reverse charge VAT treatment. This code value is particularly pertinent to the UK context.
CNL3153,EXEMPT,Exempté de taxe,[Belgium/Netherlands only] The item or service has no taxation requirements nor any requirements related to invoicing or reporting.
CNL3153,FREE_EXPORT_ITEM,"Article à l'export, taxes non applicables",[NOT TO BE USED] Code specifying that the item is free export and taxes are not charged.
CNL3153,HIGH,Taux le plus élevé applicable sur le marché cible,[Netherlands/Luxembourg only] The Trade Item is taxed at a tax rate that is higher than any other rate of taxation for trade items. The classification of High is subject to Target Market rules and can change based on regulation.
CNL3153,LOW,Taux le plus bas (excepté zéro) applicable sur le marché cible,[Belgium/Netherlands/Luxembourg only] The item or service is taxed at a tax rate that is lower than any other rate of taxation for trade items (except zero). The classification of low is subject to Target Market rules and can change based on regulation.
CNL3153,MEDIUM,Taux de taxation intermédiaire applicable sur le marché cible,[Belgium/Luxembourg only] The item or service is taxed at a tax rate that is considered to be intermediate between the lower and higher rates of taxation for trade items. The classification of medium is subject to Target Market rules and can change based on regulation.
CNL3153,MIXED,Taux basé sur une taxe mixte. La transaction inclus des articles taxés à différents taux.,[NOT TO BE USED] Code specifying that the rate is based on mixed tax. Transaction includes item taxed at different rates.
CNL3153,NOT_APPLICABLE,La taxe n'est pas applicable sur l'article ou le service sur le marché cible,[NOT TO BE USED] Tax does not apply to the item or service within the target market.
CNL3153,PREPAID,"Tax, fee or duty paid by the supplier of the trade item","[NOT TO BE USED] The tax, fee or duty has been paid by the supplier of the trade item."
CNL3153,REDUCTION_IN_BASE,Reduction in tax calculation basis. Particular for Brazil (BR),"[NOT TO BE USED] A benefit provided under the law that allows one to apply a reduction in the tax basis for calculating. In general, exceptions to the basis for tax calculation are the value of an operation. However, to reduce the tax, the benefit is granted to a reduction in the value of this base. This code value is particularly pertinent to the BR tax structure."
CNL3153,REDUCTION_IN_TAX_RATE,Reduction in tax rate. Particular for Brazil (BR),"[NOT TO BE USED] A reduction in the tax rate. Generally, reduced tax rates are arranged in a more objective way according to the law. This code value is particularly pertinent to the BR tax structure."
CNL3153,SERVICES_OUTSIDE_SCOPE_OF_TAX,Service for which taxes are not applicable,[NOT TO BE USED] Code specifying that taxes are not applicable to the services.
CNL3153,STANDARD,Taux de taxation normal ou moyen. Dépend du marché cible.,[Belgium/Luxembourg only] Tax rate used or accepted as normal or average. The classification of standard is subject to Target Market rules and can change based on regulation.
CNL3153,VALUE_ADDED,Fixed tax amount for each product established by legislation. (Instead of a percentage). Particular for Brazil (BR),"[NOT TO BE USED] A fixed amount of tax for each product, based on criteria established by legislation rather than the conventional method which is the application of a percentage over the value of the product or operation. This code value is particularly pertinent to the Brazilian (BR) tax structure."
CNL3153,VALUE_ADDED_MARGIN,Value Added Margin - A percentage applied on goods to form a calculation basis for a substitute for the State VAT according to the last step of the production chain. Particular in the Brazilian (BR) tax structure,"[NOT TO BE USED] A percentage defined by the Tax Authorities that is applied on (the value of the goods+ Federal VAT+ freight+ other expenses) aiming at obtaining a basis for calculating the substitution for the State VAT. The goal of the Value Added Margin is to calculate the State VAT according to the basis that would be applied in the last step of the production chain; in this case, it could be the final resale. Example: Final Price to Retailer = Suggested Price + Expenses + %MVA This code value is particularly pertinent to the Brazilian (BR) tax structure"
CNL3153,VALUE_ADDED_TAX_NOT_NOW_DUE_FOR_PAYMENT,VAT amount on the current invoice to be paid on receipt of a separate VAT payment request. Is not due for payment now,[NOT TO BE USED] A code to indicate that the Value Added Tax (VAT) amount which is due on the current invoice is to be paid on receipt of a separate VAT payment request. The value added tax is not due for payment now.
CNL3153,VAT_REVERSE_CHARGE,Code specifying that the rate is based upon the domestic reverse charge VAT treatment.,[NOT TO BE USED] Code specifying that the rate is based upon the domestic reverse charge VAT treatment.
